id,user_name,post_message,num_like_post,num_comment_post,num_share_post,label,user_name_labelEncoder,user_name_freq,post_message_preproced
1449,3436a4046100070684ca60ec9f6faa8d,"Liên quan đến vụ lợi dụng thời điểm CSGT trên cả nước tổng kiểm tra phương tiện giao thông, một số đối tượng đã chào mời các gói thi ""chống trượt"" bằng lái xe với giá từ 1,2 - 1,5 triệu đồng với cam kết ""bao đậu"" 100%, không cần học, chỉ cần có mặt thi là đỗ, lãnh đạo Tổng cục Đường bộ cho biết sẽ xử lý nghiêm những trường hợp này.

[<URL>](<URL>)",12,2,0,0,968,4,vụ_lợi dụng csgt tổng kiểm_tra phương_tiện giao_thông đối_tượng chào_mời gói thi chống trượt lái_xe giá triệu đồng cam_kết bao đậu học có_mặt thi đỗ lãnh_đạo tổng_cục đường_bộ nghiêm trường_hợp urlurl
2224,dfea8e8f76799d8cab74ba5c72985b22,"Dừng là đúng, còn phải xử thật nặng bởi lẽ ng ta có thể nhịn đói nhưng ko thể nhịn khát, huống hồ các ông lại lấy nước bẩn đó làm nước tinh khiết bán vào trường học! Vô đạo đức! 😡

<URL>",1,2,1,0,3272,6,dừng xử lẽ ng ta nhịn_đói ko thể nhịn khát huống_hồ bẩn tinh_khiết trường_học vô đạo_đức url
1149,6fbf13b5554413095b8deeaeaf04ac41,"Update :

Quận 10 có biến, xác nhận ca dương tính thứ 48.

Theo đó, người đàn ông này ngồi chung xe ô tô với bệnh nhân ở quận Tân Bình (BN số 45), trước đó cùng tiếp xúc gần với bệnh nhân số 34, tại tỉnh Bình Thuận.

Bệnh nhân này là ca số 48, trú tại phường 14, Quận 10. Người dân Quận 10 và sinh sống gần đấy cần cẩn trọng khi ra đường !

Giờ số 34 đang chạy đua với số 17 về mức độ lây nhiễm đấy à 🙂",8,0,1,0,1790,1,update biến xác_nhận ca dương_tính đàn_ông xe tô bệnh_nhân tân_bình bn tiếp_xúc bệnh_nhân tỉnh bình_thuận bệnh_nhân ca trú phường người_dân sinh_sống đấy cẩn_trọng đường chạy_đua mức_độ lây_nhiễm đấy
1718,dba9802a1bc2c0c07b64c28dc8e99dba,"Hà Nội chi 114 tỷ phun nước hạ nhiệt: Nhiều quận, huyện hẹn... mùa thu mới phun",0,0,0,0,3212,1,hà_nội chi tỷ phun hạ nhiệt quận_huyện hẹn mùa thu phun
2694,fe18fa23853c5142506e01228ebe7204,"Không áp hạn ngạch cũng không lo xuất hết gạo
Với sản lượng lúa ở Đồng bằng sông Cửu Long và năng lực logistics hiện nay, nếu cho xuất khẩu không hạn chế số lượng như trước đây, vẫn không lo hết gạo.

""Cả năm nay, sản lượng lúa cả nước dự kiến là 43,5 triệu tấn. Trong đó, 29,96 triệu tấn lúa cho nhu cầu trong nước, dự trữ 3,8 triệu tấn. Sau khi trừ đi nhu cầu trong nước và dự trữ, lượng lúa còn lại quy ra gạo là 6,5-6,7 triệu tấn, có thể xuất khẩu.

Có cần phải áp hạn ngạch?""",2,2,0,0,3683,1,áp hạn_ngạch lo xuất gạo sản_lượng lúa đồng_bằng sông_cửu_long năng_lực logistics xuất_khẩu hạn_chế số_lượng lo gạo sản_lượng lúa dự_kiến triệu triệu lúa nhu_cầu dự_trữ triệu trừ đi nhu_cầu dự_trữ lúa quy gạo triệu xuất_khẩu áp hạn_ngạch
4285,b19c1ca64d313f74e34865d58060b877,"Mới đây, một nữ tiếp viên hàng không tại <URL> có tên N.N.T.T bất ngờ trở thành tâm điểm chỉ trích của cộng đồng mạng khi cô gái này chia sẻ những trải nghiệm của bản thân tại khu cách ly lên trang Facebook cá nhân.

Cụ thể, T. đã đăng tải nhiều hình ảnh ghi lại các hoạt động trong một ngày của mình khi thực hiện cách ly tập trung ở Bến Tre, trong đó có kèm tờ giấy nhắn ghi những món đồ cần thiết để gửi các chiến sĩ bộ đội đang làm nhiệm vụ tại đây mua giúp.

 Tuy nhiên, sau khi đăng bài, thay vì nhận được những lời tán đồng, nữ tiếp viên lại hứng chịu nhiều ""gạch đá""... chỉ vì lời nhắn nhờ các anh bộ đội ở khu cách ly mua giúp đồ ăn vặt, hoa quả.

 Theo nhiều dân mạng, thay vì ghi những vật dụng cá nhân cần thiết thì T. lại nhờ mua toàn đồ ăn vặt và trái cây.

 Thậm chí, ""danh sách các món cần mua cũng khá nhiều nên nhiều người cho rằng cô nàng đòi hỏi, yêu cầu cao trong khi các chiến sĩ, bộ đội làm nhiệm vụ ở khu cách ly vốn dĩ đã rất vất vả.

 - ""Đi cách ly chứ đâu phải đi nghỉ dưỡng mà đòi mua nhiều thế"".

 - ""Rồi mỗi người nhờ một tí, cả trăm người nhờ mua thế thì sức ai làm nổi"".

 - ""Bộ đội ở đây phải làm bao nhiêu việc nặng nhọc rồi còn bắt người ta phải đi mua cả đống đồ thế sao?"".

 - ""Những thứ cần dùng thì không mua, mua đồ ăn gì lắm, nhịn tí rồi cách ly xong về tha hồ ăn"".

Còn bạn, bạn nghĩ thế nào về hành động của nữ tiếp viên hàng không này?

    ",203,11,11,0,2709,45,nữ tiếp_viên hàng url URL đăng_tải hình_ảnh ghi hoạt_động cách_ly bến_tre kèm tờ giấy nhắn ghi món đồ cần_thiết gửi chiến_sĩ bộ_đội nhiệm_vụ mua giúp đăng thay_vì tán_đồng nữ tiếp_viên hứng_chịu gạch_đá nhắn bộ_đội khu cách_ly mua giúp đồ_ăn vặt hoa_quả dân mạng thay_vì ghi vật_dụng cần_thiết mua toàn đồ_ăn vặt trái_cây danh_sách món mua nàng đòi_hỏi chiến_sĩ bộ_đội nhiệm_vụ khu cách_ly vất_vả đi cách_ly đi nghỉ_dưỡng đòi mua một_tí trăm mua sức nổi bộ_đội nặng_nhọc bắt ta đi mua đống đồ mua mua đồ_ăn lắm nhịn tí cách_ly xong hành_động nữ tiếp_viên hàng_không
4158,f0ada4801309678b82743587f9b9c5f2,"Bóng đá không khán giả ra sao?

“Trận đấu của những hồn ma” - Đó là hàng tít đã chạy trên các trang báo phương Tây sau loạt trận ở vòng 26 vừa qua tại Bundesliga vào cuối tuần qua. Nỗ lực của các nhà tổ chức sau khi vượt qua nhiều khó khăn để đưa giải đấu trở lại là đáng khen ngợi, nhưng cũng không thể phủ nhận, bóng đá không khán giả chẳng còn là… bóng đá.
Nói một cách khác, bóng đá không khán giả thực sự là một nỗi thất vọng và nó khác xa với tất cả những gì người ta đã tưởng tượng ra trước đó, dù ai cũng đang chờ đợi những trận đấu đỉnh cao để giải tỏa cơn khát sau hơn 2 tháng phải “nhịn” xem bóng đá vì dịch Covid-19.
Bóng đá không khán giả ra sao? Đây là bài toán hóc búa với mọi nền bóng đá khi tất cả đang bước vào giai đoạn “sống chung với Covid-19? Nhìn từ Bundesliga, rõ ràng có đầy đủ lý do để lo lắng cho Serie A, La Liga, Premier League và cả UEFA Champions League sắp tới.
Còn ở Việt Nam, sau Cúp Quốc gia vào cuối tuần này, V-League cũng sẽ trở lại vào tháng 6 tới với khả năng rất cao là các trận đấu không có khán giả. Hoặc BTC các trận đấu sẽ phải hoàn thành rất nhiều bài kiểm tra hóc búa với cơ quan phòng chống dịch nếu như muốn mở cửa sân đón người hâm mộ trở lại khán đài.
Tuần này, chúng ta sẽ đề cập tới chủ đề “Bóng đá không khán giả ra sao” trong chương trình Hot Trend Thể thao cùng BLV Anh Ngọc được phát sóng trực tiếp trên kênh Youtube của báo Thể thao và Văn hóa vào thứ 5 hàng tuần. Hãy gửi câu hỏi cho BLV Anh Ngọc ngay từ lúc này để chúng ta cùng thảo luận.
Trân trọng cảm ơn quý vị độc giả.",8,0,0,0,3487,50,bóng_đá khán_giả “ trận đấu hồn ma ” hàng tít chạy trang báo phương tây loạt trận vòng bundesliga tuần nỗ_lực nhà_tổ_chức giải đấu trở_lại khen_ngợi phủ_nhận bóng_đá khán_giả chẳng … bóng_đá bóng_đá khán_giả nỗi thất_vọng ta tưởng_tượng chờ_đợi trận đấu đỉnh_cao giải_toả khát “ nhịn ” bóng_đá dịch covid bóng_đá khán_giả bài_toán hóc_búa bóng_đá giai_đoạn “ sống covid bundesliga rõ_ràng đầy_đủ lo_lắng serie la liga premier league uefa champions league việt_nam cúp quốc_gia tuần vleague trở_lại khả_năng trận đấu khán_giả btc trận đấu hoàn_thành kiểm_tra hóc_búa cơ_quan phòng_chống dịch mở_cửa sân đón hâm_mộ trở_lại khán_đài tuần đề_cập chủ_đề “ bóng_đá khán_giả ” chương_trình hot trend thể_thao blv ngọc phát_sóng kênh youtube báo thể_thao văn_hoá hàng tuần gửi câu blv ngọc thảo_luận trân_trọng quý_vị độc_giả
540,-5701845965413953536,"[Thông báo khẩn] Thông báo khẩn đến các hành khách đi trên các chuyến bay: ☘️ Chuyến bay mang số hiệu VN0054 của Hãng Hàng không Quốc gia Việt Nam (Vietnam Airlines), từ Anh hạ cánh xuống sân bay Nội Bài lúc 4h30 sáng, ngày 02/03/2020 đã có 01 hành khách nhiễm Covid-19 đang được cách ly tại Hà Nội.... ☘️ Hành khách đi cùng chuyến bay trên và tiếp tục di chuyển trên chuyến bay mang số hiệu VN223 của Hãng Hàng không Quốc gia Việt Nam (Vietnam Airlines) từ Nội Bài vào Thành phố Hồ Chí Minh, hạ cánh xuống sân bay Tân Sơn Nhất lúc 09h54 sáng, ngày 02/3/2020. 👉 Trung tâm Kiểm soát Bệnh tật Thành phố Hồ Chí Minh thông báo: Các hành khách đi trên 2 chuyến bay này #liên_hệ_ngay số điện thoại: 0869.577.133 để được hỗ trợ các biện pháp phòng bệnh cần thiết theo quy định. [Trung tâm Kiểm soát Bệnh tật Thành phố Hồ Chí Minh] ----- [Emergency notification]  Emergency notification to passengers traveling on flights: ☘️ Flight VN0054 of Vietnam National Airlines (Vietnam Airlines), from the UK landed at Noi Bai airport at 4:30 am, on 02/03/20 there was one passenger with Covid-19 being isolated in Hanoi. ☘️ Some passengers on flight VN0054 continued traveling on flight VN223 of Vietnam National Airlines (Vietnam Airlines) from Noi Bai to Ho Chi Minh City, landing at Tan Son Nhat airport at 9:54  am, March 2, 2020. 👉 Center for Diseases Control of Ho Chi Minh City announces: Passengers traveling on these two flights #contact immediately phone: 0869.577.133 for assistance with necessary preventive measures as required. [Center for Diseases Control of Ho Chi Minh City] ----- #HCDC #Trung_tâm_Kiểm_soát_Bệnh_tật_TPHCM https://hcdc.vn http://www.t4ghcm.org.vn/ https://www.youtube.com/channel/UCBFB5n8sUer1oMgk1dZYasg Xem thêm",2800,574,13000,0,128,2,thông_báo khẩn thông_báo khẩn hành_khách đi chuyến bay ☘️ chuyến bay số_hiệu vn hãng hàng_không quốc_gia việt_nam vietnam airlines hạ_cánh sân_bay nội hành_khách nhiễm covid cách_ly hà_nội ☘️ hành_khách đi chuyến bay di_chuyển chuyến bay số_hiệu vn hãng hàng_không quốc_gia việt_nam vietnam airlines nội thành_phố hồ_chí_minh hạ_cánh sân_bay tân_sơn trung_tâm kiểm_soát bệnh_tật thành_phố hồ_chí_minh thông_báo hành_khách đi chuyến bay liênhệngay điện_thoại biện_pháp phòng_bệnh cần_thiết quy_định trung_tâm kiểm_soát bệnh_tật thành_phố hồ_chí_minh emergency notification emergency notification to pasengers traveling on flights ☘️ flight vn of vietnam national airlines vietnam airlines from the uk landed at noi bai airport at am on there was one pasenger with covid being isolated in hanoi ☘️ some pasengers on flight vn continued traveling on flight vn of vietnam national airlines vietnam airlines from noi bai to ho chi minh city landing at tan_son nhat airport at am march center for diseases control of ho chi minh city anounces pasengers traveling on these two flights contact imediately phone for asistance with necesary preventive measures as required center for diseases control of ho chi minh city hcdc trungtâmkiểmsoátbệnhtậttphcm htpsURLURLURL
1292,50f0197bbcafedef6703f70be604f437,"Cách hết chức vụ trong Đảng Phó chủ tịch HĐND chống đối chốt kiểm dịch

Ông Lưu Văn Thanh - Phó Chủ tịch HĐND huyện Hớn Quản (Bình Phước) bị cách hết chức vụ trong Đảng vì hành vi chống đối chốt kiểm dịch COVID-19.

Ngày 17/4, Ban Tuyên giáo Tỉnh ủy Bình Phước vừa có Thông cáo báo chí về kết quả xử lý thi hành kỷ luật đối với ông Lưu Văn Thanh - Phó Chủ tịch HĐND huyện Hớn Quản vì có hành vi chống đối chốt kiểm dịch COVID-19.

Theo đó, Ban Thường vụ Tỉnh ủy Bình Phước họp và quyết định cách chức tất cả các chức vụ trong Đảng nhiệm kỳ 2015 - 2020 đối với ông Lưu Văn Thanh, giao các cơ quan liên quan xem xét, xử lý kỷ luật về mặt chính quyền tương xứng với hình thức kỷ luật của Đảng.",69,22,0,0,1361,1,chức_vụ đảng phó chủ_tịch hđnd chống_đối chốt kiểm_dịch lưu văn phó chủ_tịch hđnd huyện hớn quản bình_phước chức_vụ đảng hành_vi chống_đối chốt kiểm_dịch covid ban tuyên_giáo tỉnh_uỷ bình_phước thông_cáo báo_chí kết_quả thi_hành kỷ_luật lưu văn phó chủ_tịch hđnd huyện hớn quản hành_vi chống_đối chốt kiểm_dịch covid ban thường_vụ tỉnh_uỷ bình_phước họp quyết_định cách_chức chức_vụ đảng nhiệm_kỳ lưu văn giao cơ_quan xem_xét kỷ_luật mặt chính_quyền tương_xứng hình_thức kỷ_luật đảng
94,a435be4c5591e555a72088ae7e9fbb6a,"Liên quan vụ bé trai 5 tuổi bị sát hại ở Nghệ An, nghi phạm khai đã đưa bé đi ""giấu"" để thực hiện theo game điện tử. Trên thực tế, đã có nhiều vụ việc đau lòng diễn ra do tình trạng nghiện game ở người trẻ.",17,1,2,0,2530,1,vụ bé trai sát_hại nghệ_an nghi phạm khai bé đi giấu game điện_tử vụ_việc đau_lòng diễn nghiện game trẻ
261,-7845741394264275968,"Cùng chia sẻ những khó khăn của Chính phủ và ngành Y tế Hãy giúp các Bác sĩ, Y tá hoàn thành nhiệm vụ của họ một cách tốt đẹp nhất.  Với sự đồng lòng của người dân, Việt Nam sẽ chiến thắng đại dịch Covid-19... Việt Nam ơi, cố lên!  Ảnh:Nguyễn Tuấn Anh Xem thêm",53000,883,6800,0,187,41,chính_phủ ngành tế giúp bác_sĩ_tá hoàn_thành nhiệm_vụ tốt_đẹp đồng_lòng người_dân việt_nam chiến_thắng đại_dịch covid việt_nam cố ảnhnguyễn tuấn
